Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Median time in port (days) Missing value,Average age of vessels (years),Average age of vessels (years) Footnote,Average age of vessels (years) Missing value,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Average size (GT) of vessels Missing value,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Average cargo carrying capacity (dwt) per vessel Missing value,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Average container carrying capacity (TEU) per container ship Missing value,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Maximum size (GT) of vessels Missing value,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Maximum cargo carrying capacity (dwt) of vessels Missing value,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Maximum container carrying capacity (TEU) of container ships Missing value
2021S02,"S2   2021",191,"Croatia",01,"Passenger ships",,,"Not available or not separately reported",16,,,3370,,,,,"Not available or not separately reported",,,"Not available or not separately reported",155873,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",208,"Denmark",00,"All ships",0.7354,,,20,,,9740,,,7290,,,1995,,,214286,,,159812,,,19630,,
2021S02,"S2   2021",208,"Denmark",02,"Liquid bulk carriers",0.684,,,17,,,7988,,,12669,,,,,"Not available or not separately reported",93759,,,159812,,,,,"Not available or not separately reported"
2021S02,"S2   2021",208,"Denmark",07,"Liquefied petroleum gas carriers",1.1243,,,14,,,3908,,,4386,,,,,"Not available or not separately reported",5452,,,5955,,,,,"Not available or not separately reported"
2021S02,"S2   2021",208,"Denmark",05,"Dry bulk carriers",0.7601,,,11,,,7902,,,12824,,,,,"Not available or not separately reported",49489,,,85229,,,,,"Not available or not separately reported"
2021S02,"S2   2021",208,"Denmark",04,"Dry breakbulk carriers",0.8142,,,24,,,3090,,,4205,,,,,"Not available or not separately reported",34146,,,33171,,,,,"Not available or not separately reported"
2021S02,"S2   2021",208,"Denmark",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",20,,,22332,,,10890,,,,,"Not available or not separately reported",65148,,,34960,,,,,"Not available or not separately reported"
2021S02,"S2   2021",208,"Denmark",03,"Container ships",0.5358,,,14,,,22247,,,,,"Not available or not separately reported",1995,,,214286,,,,,"Not available or not separately reported",19630,,
2021S02,"S2   2021",208,"Denmark",01,"Passenger ships",,,"Not available or not separately reported",20,,,10082,,,,,"Not available or not separately reported",,,"Not available or not separately reported",125572,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",00,"All ships",1.1521,,,17,,,21484,,,16198,,,5160,,,236583,,,319702,,,23964,,
2021S02,"S2   2021",251,"France",02,"Liquid bulk carriers",1.0111,,,13,,,11102,,,18510,,,,,"Not available or not separately reported",167168,,,319702,,,,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",07,"Liquefied petroleum gas carriers",1.0868,,,12,,,9113,,,10204,,,,,"Not available or not separately reported",47965,,,54669,,,,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",08,"Liquefied natural gas carriers",1.1413,,,11,,,97216,,,75879,,,,,"Not available or not separately reported",136980,,,121910,,,,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",05,"Dry bulk carriers",3.0708,,,13,,,26892,,,47870,,,,,"Not available or not separately reported",94674,,,183123,,,,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",04,"Dry breakbulk carriers",1.5056,,,17,,,4477,,,6198,,,,,"Not available or not separately reported",44684,,,72562,,,,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",18,,,29115,,,12005,,,,,"Not available or not separately reported",76420,,,45200,,,,,"Not available or not separately reported"
2021S02,"S2   2021",251,"France",03,"Container ships",0.9913,,,13,,,56260,,,,,"Not available or not separately reported",5160,,,236583,,,,,"Not available or not separately reported",23964,,
2021S02,"S2   2021",251,"France",01,"Passenger ships",,,"Not available or not separately reported",18,,,22623,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228199,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",276,"Germany",00,"All ships",0.833,,,19,,,13130,,,9420,,,4530,,,236583,,,307943,,,23992,,
2021S02,"S2   2021",276,"Germany",02,"Liquid bulk carriers",0.5462,,,17,,,5030,,,8167,,,,,"Not available or not separately reported",163262,,,307943,,,,,"Not available or not separately reported"
2021S02,"S2   2021",276,"Germany",07,"Liquefied petroleum gas carriers",0.8875,,,14,,,5764,,,6470,,,,,"Not available or not separately reported",26261,,,38427,,,,,"Not available or not separately reported"
2021S02,"S2   2021",276,"Germany",05,"Dry bulk carriers",2.2729,,,11,,,30092,,,52397,,,,,"Not available or not separately reported",107737,,,208822,,,,,"Not available or not separately reported"
2021S02,"S2   2021",276,"Germany",04,"Dry breakbulk carriers",0.8354,,,21,,,3587,,,4818,,,,,"Not available or not separately reported",44684,,,71460,,,,,"Not available or not separately reported"
2021S02,"S2   2021",276,"Germany",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",17,,,30714,,,12255,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2021S02,"S2   2021",276,"Germany",03,"Container ships",1.1785,,,13,,,49837,,,,,"Not available or not separately reported",4530,,,236583,,,,,"Not available or not separately reported",23992,,
2021S02,"S2   2021",276,"Germany",01,"Passenger ships",,,"Not available or not separately reported",21,,,11015,,,,,"Not available or not separately reported",,,"Not available or not separately reported",183200,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",00,"All ships",0.8368,,,22,,,8073,,,7467,,,4229,,,219352,,,166300,,,21413,,
2021S02,"S2   2021",300,"Greece",02,"Liquid bulk carriers",0.6125,,,21,,,5485,,,8669,,,,,"Not available or not separately reported",86990,,,166300,,,,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",07,"Liquefied petroleum gas carriers",0.9847,,,24,,,4975,,,5842,,,,,"Not available or not separately reported",22971,,,26540,,,,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",08,"Liquefied natural gas carriers",1.2674,,,9,,,106854,,,85050,,,,,"Not available or not separately reported",136685,,,121843,,,,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",05,"Dry bulk carriers",0.6417,,,26,,,6702,,,11199,,,,,"Not available or not separately reported",48021,,,88279,,,,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",04,"Dry breakbulk carriers",1.1465,,,33,,,2787,,,3864,,,,,"Not available or not separately reported",41580,,,51624,,,,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",35,,,14862,,,6328,,,,,"Not available or not separately reported",76420,,,34960,,,,,"Not available or not separately reported"
2021S02,"S2   2021",300,"Greece",03,"Container ships",1.0719,,,16,,,45141,,,,,"Not available or not separately reported",4229,,,219352,,,,,"Not available or not separately reported",21413,,
2021S02,"S2   2021",300,"Greece",01,"Passenger ships",,,"Not available or not separately reported",21,,,7494,,,,,"Not available or not separately reported",,,"Not available or not separately reported",181541,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",00,"All ships",1.2854,,,20,,,7897,,,16698,,,1145,,,161833,,,320122,,,6750,,
2021S02,"S2   2021",360,"Indonesia",02,"Liquid bulk carriers",1.3021,,,15,,,9131,,,14389,,,,,"Not available or not separately reported",161833,,,320122,,,,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",07,"Liquefied petroleum gas carriers",1.0833,,,20,,,9005,,,9811,,,,,"Not available or not separately reported",51035,,,58811,,,,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",08,"Liquefied natural gas carriers",1.4222,,,16,,,92288,,,73243,,,,,"Not available or not separately reported",136740,,,96811,,,,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",05,"Dry bulk carriers",2.5524,,,18,,,24950,,,43807,,,,,"Not available or not separately reported",108100,,,208660,,,,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",04,"Dry breakbulk carriers",1.1538,,,21,,,4975,,,6554,,,,,"Not available or not separately reported",57934,,,72562,,,,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",32,,,9135,,,4068,,,,,"Not available or not separately reported",75206,,,28061,,,,,"Not available or not separately reported"
2021S02,"S2   2021",360,"Indonesia",03,"Container ships",1.0819,,,15,,,12800,,,,,"Not available or not separately reported",1145,,,76067,,,,,"Not available or not separately reported",6750,,
2021S02,"S2   2021",360,"Indonesia",01,"Passenger ships",,,"Not available or not separately reported",22,,,5234,,,,,"Not available or not separately reported",,,"Not available or not separately reported",20563,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",380,"Italy",00,"All ships",1.3576,,,28,,,9967,,,19281,,,3554,,,232618,,,211182,,,23964,,
2021S02,"S2   2021",380,"Italy",02,"Liquid bulk carriers",1.2493,,,19,,,16816,,,28535,,,,,"Not available or not separately reported",86990,,,166092,,,,,"Not available or not separately reported"
2021S02,"S2   2021",380,"Italy",07,"Liquefied petroleum gas carriers",1.7306,,,14,,,8490,,,9587,,,,,"Not available or not separately reported",44673,,,49996,,,,,"Not available or not separately reported"
2021S02,"S2   2021",380,"Italy",05,"Dry bulk carriers",3.666,,,14,,,23506,,,40379,,,,,"Not available or not separately reported",109716,,,211182,,,,,"Not available or not separately reported"
2021S02,"S2   2021",380,"Italy",04,"Dry breakbulk carriers",2.0097,,,19,,,5947,,,8218,,,,,"Not available or not separately reported",41416,,,62346,,,,,"Not available or not separately reported"
2021S02,"S2   2021",380,"Italy",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",13,,,33932,,,13276,,,,,"Not available or not separately reported",76420,,,45200,,,,,"Not available or not separately reported"
2021S02,"S2   2021",380,"Italy",03,"Container ships",0.9965,,,16,,,38625,,,,,"Not available or not separately reported",3554,,,232618,,,,,"Not available or not separately reported",23964,,
2021S02,"S2   2021",380,"Italy",01,"Passenger ships",,,"Not available or not separately reported",30,,,7522,,,,,"Not available or not separately reported",,,"Not available or not separately reported",226963,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",00,"All ships",0.4174,,,13,,,10151,,,15073,,,1508,,,164688,,,327017,,,14336,,
2021S02,"S2   2021",392,"Japan",02,"Liquid bulk carriers",0.3104,,,12,,,8112,,,13728,,,,,"Not available or not separately reported",164688,,,320785,,,,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",07,"Liquefied petroleum gas carriers",0.3222,,,13,,,5872,,,6324,,,,,"Not available or not separately reported",50700,,,58899,,,,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",08,"Liquefied natural gas carriers",1.0347,,,13,,,74046,,,53333,,,,,"Not available or not separately reported",149367,,,122006,,,,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",05,"Dry bulk carriers",0.7552,,,13,,,16549,,,28537,,,,,"Not available or not separately reported",161294,,,327017,,,,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",04,"Dry breakbulk carriers",1.1913,,,14,,,6657,,,8835,,,,,"Not available or not separately reported",66870,,,80236,,,,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",11,,,17598,,,7562,,,,,"Not available or not separately reported",76420,,,43878,,,,,"Not available or not separately reported"
2021S02,"S2   2021",392,"Japan",03,"Container ships",0.3708,,,13,,,15707,,,,,"Not available or not separately reported",1508,,,151015,,,,,"Not available or not separately reported",14336,,
2021S02,"S2   2021",392,"Japan",01,"Passenger ships",,,"Not available or not separately reported",15,,,4714,,,,,"Not available or not separately reported",,,"Not available or not separately reported",50444,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",00,"All ships",0.8889,,,15,,,18812,,,21341,,,2886,,,236583,,,326932,,,23992,,
2021S02,"S2   2021",410,"Korea, Republic of",02,"Liquid bulk carriers",0.7382,,,13,,,13613,,,23458,,,,,"Not available or not separately reported",170611,,,321300,,,,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",07,"Liquefied petroleum gas carriers",0.8,,,14,,,7499,,,8164,,,,,"Not available or not separately reported",60000,,,62500,,,,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",08,"Liquefied natural gas carriers",1.05,,,11,,,110347,,,87315,,,,,"Not available or not separately reported",168189,,,155159,,,,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",05,"Dry bulk carriers",2.184,,,13,,,29987,,,54052,,,,,"Not available or not separately reported",173756,,,326932,,,,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",04,"Dry breakbulk carriers",1.1583,,,19,,,5236,,,7521,,,,,"Not available or not separately reported",91649,,,103652,,,,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",20,,,25546,,,10618,,,,,"Not available or not separately reported",76420,,,43878,,,,,"Not available or not separately reported"
2021S02,"S2   2021",410,"Korea, Republic of",03,"Container ships",0.7354,,,13,,,30876,,,,,"Not available or not separately reported",2886,,,236583,,,,,"Not available or not separately reported",23992,,
2021S02,"S2   2021",410,"Korea, Republic of",01,"Passenger ships",,,"Not available or not separately reported",11,,,17308,,,,,"Not available or not separately reported",,,"Not available or not separately reported",35187,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2021S02,"S2   2021",528,"Netherlands (Kingdom of the)",00,"All ships",0.6257,,,17,,,12827,,,14296,,,2826,,,236583,,,319778,,,23992,,
